,Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_Ind_1_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Total_5_yrs_purchase
3571,0,0,4,4,3,3,9,8,8,9.67,16,28,13,5,A,1,41,F,H,32042,7
3572,0,0,5,8,3,5,9,9.2,7.5,9,19,75,11,5,A,0,73,F,H,50000,13
3573,0,0,3,20,2,12,9,7.67,22.8,7,18,111,14,5,S,1,60,F,U,44284.5,32
3574,0,0,8,12,5,6,9,8,7.92,7.8,15,41,14,6,S,1,60,M,U,58984,18
3575,0,0,4,9,3,7,9,7.75,7.56,8,20,89,6,2,E,1,60,F,U,44284.5,16
3576,1,9,7,12,4,6,9,8.29,7.08,8.5,16,44,16,6,S,1,69,F,H,46604,18
3577,0,0,3,11,3,7,9,8,5.36,8,17,73,12,6,A,1,37,M,H,54239,18
3578,1,10,4,5,2,3,9,8.75,7.6,8,19,41,13,6,A,0,60,F,U,44284.5,8
3579,1,13,7,22,3,6,9,8.71,10.05,7.33,4,69,45,13,A,0,60,F,U,62350,28
3580,0,0,5,11,4,7,9,9.8,9.36,9.5,24,52,10,5,S,1,35,F,H,54469,18
3581,0,0,7,16,4,7,9,9.14,7.75,8.75,19,65,12,6,S,1,51,F,H,38796,23
3582,0,0,4,12,2,8,9,7.75,8.33,7,18,114,12,5,S,1,84,F,U,35122,20
3583,0,0,4,10,1,4,9,12.25,8.5,9,15,63,13,6,A,0,42,M,U,52305,14
3584,0,0,6,23,3,13,9,7.33,8.13,7,19,112,11,5,S,1,37,F,U,32420,36
3585,1,6,7,25,5,16,9,7.57,6.4,7.2,15,129,11,5,S,1,60,F,U,41365,41
3586,0,0,5,20,3,13,9,7.2,5.9,7.33,20,125,11,5,S,1,66,F,H,48911,33
3587,1,5,7,13,5,6,9,9.29,8.23,9.4,21,43,11,6,S,1,60,F,U,67000,19
3588,1,10,4,4,3,3,9,7.25,7.25,8,16,31,9,4,A,1,54,F,U,63192,7
3589,0,0,6,20,4,12,9,7.33,7.03,7.25,16,126,14,6,A,1,58,F,U,44284.5,32
3590,1,11,7,32,5,18,9,8.57,7.56,8.2,19,130,12,6,S,1,84,M,U,51946,50
3591,1,6,5,14,1,2,9,9,6.86,9,16,68,14,6,A,1,73,M,H,33079,16
3592,1,7,7,11,4,7,9,7.29,6,7,18,74,12,6,A,1,53,M,H,41448,18
3593,0,0,6,14,6,13,9,7.83,7.07,7.83,21,81,11,5,S,1,57,M,H,63093,27
3594,1,10,5,6,4,4,9,7.8,7.33,8,16,34,13,6,A,1,33,F,H,46404,10
3595,0,0,4,5,3,3,9,8.5,8,8.33,18,28,13,6,A,1,60,F,U,44284.5,8
3596,1,9,4,6,3,5,9,9.25,8.83,9.67,16,53,7,4,A,1,50,M,H,43836,11
3597,0,0,3,45,2,17,9,9.67,6.73,10,19,93,14,7,S,1,81,F,U,37500,62
3598,1,10,3,5,2,4,9,9.33,7.2,7,22,44,12,6,A,0,60,F,U,44284.5,9
3599,1,3,9,43,8,26,9,3.22,2.67,2.5,18,128,10,5,S,1,73,M,U,40063,69
3600,1,10,3,3,2,2,9,8,8,7,16,24,13,6,N,1,72,M,H,55513,5
3601,0,0,4,10,3,6,9,8.75,7.25,8.33,21,71,12,6,A,0,41,M,H,52321,16
3602,0,0,4,15,1,6,9,7.75,6.93,9,16,103,14,6,A,1,80,M,H,50504,21
3603,1,11,5,5,4,4,9,7.8,7.8,7.5,18,32,12,6,S,1,39,F,H,53377,9
3604,1,7,8,22,3,7,9,7.13,6.59,6.67,17,67,13,6,S,1,81,F,U,48462,29
3605,1,3,8,31,5,16,9,7.5,5.29,6.8,18,130,29,6,S,1,74,F,H,50449,47
3606,0,0,3,17,1,9,9,8.33,6.65,8,18,109,12,5,S,1,54,M,H,40125,26
3621,1,8,6,7,4,4,8,7.67,7.43,7,17,28,13,6,A,1,73,F,H,122794,11
3622,1,11,5,11,2,6,8,8.6,7.64,9,18,75,13,6,A,0,67,F,H,55094,17
3623,1,10,8,47,7,25,8,8.63,7.62,8.57,20,130,10,5,S,1,45,F,H,72339,72
3624,0,0,4,16,1,6,8,8.25,7.69,9,15,90,12,5,S,1,74,M,H,55028,22
3625,1,8,5,17,3,9,8,8.2,6.59,7.67,18,77,11,5,S,1,56,F,H,61831,26
3626,1,7,4,18,3,11,8,6.5,5.44,6.33,16,129,13,5,S,1,70,F,U,53341,29
3627,0,0,6,25,4,20,8,6.67,5.68,6.75,18,127,11,5,S,1,87,M,H,40131,45
3628,0,0,5,10,4,5,8,5.8,5.7,5.5,19,41,13,6,A,1,60,M,U,31228,15
3629,1,10,2,23,0,10,8,9.5,5.43,0,25,121,22,4,A,1,78,F,H,45055,33
3630,1,9,7,28,3,15,8,8.29,6.89,8.67,19,105,13,6,S,1,63,F,U,44284.5,43
3631,1,7,5,12,4,8,8,6.4,5.67,6.25,17,101,14,6,A,1,60,M,H,48602,20
3632,0,0,5,7,3,4,8,7,6.86,6.67,17,40,14,6,A,1,60,F,U,44284.5,11
3633,0,0,4,8,2,4,8,6,5,7,19,44,12,6,A,0,63,F,H,40750,12
3634,0,0,2,22,1,16,8,6.5,6.55,8,18,125,8,4,S,1,87,F,H,47500,38
3635,0,0,4,15,1,7,8,6.75,5.13,8,16,131,14,6,S,1,73,M,H,40375,22
3636,1,10,4,11,0,6,8,8.5,5.73,0,15,116,13,6,S,1,77,F,H,53750,17
3637,1,6,7,34,3,17,8,6.14,5.65,6.67,15,127,14,5,S,1,31,M,H,38770,51
3638,1,10,4,6,1,3,8,7.5,6.33,8,16,57,14,6,A,0,81,F,U,30673,9
3639,1,10,8,10,6,7,8,6.13,5.8,6,21,41,12,6,S,1,42,M,H,37100,17
3640,1,13,5,10,3,5,8,6.6,5.5,6.67,19,44,12,6,S,1,65,F,U,62781,15
3641,0,0,4,14,3,8,8,8.25,6.71,7.67,21,76,10,5,A,1,51,F,U,44284.5,22
3642,1,5,4,18,1,13,8,7.75,6.06,6,15,127,9,4,S,1,76,M,H,43310,31
3643,1,8,6,23,3,10,8,8,6.61,8,18,104,12,5,S,1,77,M,H,46993,33
3644,1,5,5,6,4,4,8,6.4,6,6.25,17,33,4,2,E,1,60,F,U,44284.5,10
3645,1,5,7,16,4,7,8,9,7.59,8,16,89,15,6,A,1,52,F,H,30640,23
3646,0,0,8,12,6,8,8,6.38,6.17,5.83,24,44,11,6,S,1,35,M,H,59458,20
3647,0,0,6,18,3,8,8,8.33,6.44,8,20,75,12,6,S,1,42,F,H,39577,26
3648,1,6,5,11,1,5,8,7.6,7.18,10,18,76,12,5,S,1,57,M,H,41842,16
3649,0,0,4,4,2,2,8,8.25,8.25,9,17,33,11,5,A,0,60,M,H,35598,6
3650,0,0,5,31,5,18,8,9.4,5.71,9.4,24,119,12,6,S,1,67,M,H,29744,49
3651,1,5,8,27,3,7,8,6.38,6.56,6.67,18,77,26,6,S,1,44,M,U,44284.5,34
3652,1,11,9,13,7,8,8,9.44,8.46,9.29,17,41,13,6,S,1,60,M,H,40165,21
3653,1,16,5,22,4,13,8,8.6,6.82,8.5,9,91,27,11,S,1,63,F,H,39313,35
3654,0,0,4,4,3,3,8,7.75,7.75,7.67,15,29,11,5,A,1,53,M,H,46726,7
3655,0,0,2,19,2,15,8,8,5.37,8,17,128,12,5,S,1,60,F,U,51634,34
3656,1,8,5,34,5,16,8,5.8,4.85,5.8,7,92,12,5,S,1,60,F,H,60483,50
3657,1,9,6,8,3,4,8,9.33,7.75,9.67,18,78,14,6,A,1,69,M,U,36787,12
3658,1,7,5,5,2,2,8,7.2,7.2,6.5,16,33,14,6,A,1,60,M,H,45576,7
3659,0,0,4,4,3,3,8,7.75,7.75,6.67,16,24,14,6,N,1,60,F,U,44284.5,7
3660,1,10,9,30,6,19,8,7.33,4.73,7.17,18,122,13,6,S,1,70,M,H,59357,49
3661,0,0,5,5,4,4,8,7.4,7.4,7.5,15,32,12,5,S,1,60,F,U,44284.5,9
3662,0,0,7,9,4,4,8,10,10.56,8.25,22,44,12,6,A,1,35,F,U,41250,13
3663,0,0,6,34,5,21,8,8,7.44,8,21,129,11,6,S,1,66,M,U,67000,55
3664,1,7,7,28,7,19,8,8.57,7.61,8.57,11,97,29,11,S,1,67,F,H,72554,47
3665,0,0,3,4,3,3,8,9.33,8.5,9.33,23,28,12,6,A,0,60,F,U,36109,7
3666,0,0,7,41,5,21,8,7,5.68,7.2,16,128,12,5,S,1,82,M,U,31976,62
3667,0,0,5,11,2,4,8,8,6.82,8,15,88,14,6,A,1,81,M,H,70851,15
3668,0,0,3,4,3,3,8,9.33,8.5,9.33,16,33,6,3,A,0,49,F,U,44284.5,7
3669,1,10,3,26,1,9,8,10,8.08,10,6,123,32,5,A,1,46,M,U,44284.5,35
3670,0,0,4,12,3,8,8,7,6.83,7.67,21,113,12,6,A,1,60,F,H,67888,20
3671,1,5,4,14,3,12,8,6.5,4.96,6.33,17,114,12,5,S,1,65,M,H,41317,26
3672,1,8,5,5,2,2,8,7.8,7.8,9.5,18,32,12,6,A,1,41,F,H,39275,7
3673,1,12,12,56,9,26,8,5.17,3.59,4.89,4,130,49,17,S,1,60,F,U,44284.5,82
3674,0,0,5,21,3,11,8,6.6,5.71,6.33,18,104,11,5,S,1,54,F,H,35441,32
3675,0,0,3,22,1,6,8,8.67,5.36,7,9,81,26,6,S,1,82,M,H,35441,28
3676,1,10,4,12,2,6,8,7,6.83,7.5,18,113,12,6,S,1,78,F,U,52109,18
3677,0,0,3,14,2,9,8,8,7.5,8,20,105,13,6,S,1,66,F,U,37057,23
3678,0,0,5,6,4,5,8,8,7.5,7.5,17,41,13,6,A,1,27,F,H,52177,11
3679,1,8,5,17,3,9,8,8,5.47,8,16,124,12,5,S,1,60,M,U,45486,26
3680,0,0,2,5,0,1,8,12.5,9.4,0,6,52,17,6,A,0,55,F,U,44284.5,6
3681,0,0,6,24,5,17,8,6.5,5.08,6.4,17,130,12,6,S,1,60,F,U,44284.5,41
3682,1,9,5,19,2,10,8,8.6,6.26,9,19,129,14,6,S,1,45,F,U,40341,29
3702,1,10,13,56,8,24,7,10.31,8.29,10.25,17,93,35,11,S,1,60,F,H,54341,80
3703,1,6,5,20,3,14,7,6.4,6.25,6.33,16,116,13,5,S,1,50,M,H,70182,34
3704,1,3,7,33,6,20,7,5.57,4.82,5.67,17,124,12,6,S,1,80,M,H,66661,53
3705,1,7,7,38,4,17,7,7,7.37,7,18,126,12,6,S,1,39,M,H,86282,55
3706,1,6,6,9,3,4,7,7,7.22,7.33,18,36,12,6,A,1,71,F,H,48639,13
3707,1,7,4,9,3,5,7,6.75,8.22,6.67,17,89,13,6,A,0,60,M,H,46887,14
3708,0,0,10,11,7,8,7,5.6,5.36,5.14,17,41,13,6,S,1,60,M,H,60977,19
3709,0,0,9,33,7,26,7,4.78,3.82,4.71,17,129,16,7,F,1,82,M,U,54688,59
3710,0,0,5,24,2,13,7,5.8,5.13,5,18,128,8,4,S,1,60,F,U,37990,37
3711,0,0,3,14,2,6,7,7,4.71,7.5,17,69,11,5,S,1,74,M,H,43728,20
3712,0,0,5,24,5,13,7,6.4,4.96,6.4,17,105,10,5,S,1,76,M,H,44353,37
3713,1,8,7,22,4,11,7,6.14,5.55,6,5,87,25,9,S,1,45,M,H,43927,33
3714,0,0,7,20,4,12,7,5.86,3.8,6,18,126,12,6,S,1,87,F,H,41155,32
3715,0,0,4,10,3,6,7,6,5.8,6.33,16,66,11,5,S,1,49,M,H,40212,16
3716,1,20,5,26,4,16,7,8.4,9.58,9.25,22,124,13,6,S,1,84,M,H,68869,42
3717,0,0,3,8,0,2,7,8,6.38,0,15,74,12,6,A,0,84,F,H,64434,10
3718,1,12,5,6,1,2,7,6.2,5.67,7,18,41,12,6,A,0,34,F,U,44284.5,8
3719,1,15,3,5,2,2,7,9,7.6,10,18,57,15,6,A,1,47,M,H,53046,7
3720,0,0,7,12,3,6,7,5.86,4.83,4.33,17,57,13,6,A,1,60,F,U,44284.5,18
3721,1,7,5,16,1,6,7,7.4,6.56,7,19,77,7,3,S,1,79,F,H,52313,22
3722,1,20,3,3,2,2,7,7.33,7.33,6,17,24,12,6,N,0,72,F,U,44284.5,5
3723,0,0,2,4,1,3,7,7,7.25,7,16,44,8,4,A,0,69,M,H,40896,7
3724,0,0,3,3,1,1,7,7.33,7.33,7,15,26,10,4,N,0,29,F,H,46095,4
3725,0,0,6,13,5,8,7,4.33,3.31,4.2,16,53,12,5,S,1,26,M,H,72290,21
3726,1,7,6,7,5,5,7,7.17,6.86,6.6,16,39,14,6,A,1,60,F,U,36029,12
3727,0,0,7,13,2,3,7,5.43,5.15,6,15,43,15,6,S,1,45,F,U,52992,16
3728,1,11,6,10,3,7,7,5.83,5.3,5.33,18,40,5,1,E,1,60,F,U,44284.5,17
3729,1,7,4,4,2,2,7,7,7,8,16,28,11,5,A,0,60,F,H,44143,6
3730,1,6,7,37,5,19,7,6.14,5.96,6,18,123,11,5,S,1,51,M,U,29867,56
3731,1,5,7,12,2,4,7,5.43,5.17,5,18,45,12,6,A,1,50,M,H,37788,16
3732,1,7,6,9,2,4,7,6.83,6,6.5,16,75,13,6,A,0,31,F,U,39333,13
3733,1,6,6,6,3,3,7,5.33,5.33,5.67,18,32,7,4,A,0,53,M,U,28100,9
3734,1,5,9,12,7,9,7,5.44,5.58,5.57,16,51,15,6,S,1,62,M,U,44284.5,21
3735,1,10,5,16,3,12,7,8,5.69,7.67,18,126,14,6,S,1,60,F,U,62000,28
3736,0,0,5,23,1,8,7,7,6.91,9,15,76,14,6,S,1,67,F,H,35122,31
3737,1,8,7,13,1,3,7,7.57,6.08,7,15,75,12,5,S,1,67,F,H,56604,16
3738,0,0,3,7,2,5,7,5.67,4.71,6,16,75,13,5,S,1,66,M,H,63697,12
3739,1,5,6,8,2,3,7,5.67,5.25,5,19,40,12,6,S,1,48,F,U,44284.5,11
3740,1,10,8,15,7,10,7,6.5,5.2,6.71,16,105,14,6,S,1,50,F,H,74255,25
3741,1,7,3,16,2,10,7,7,4.63,7,17,113,12,5,S,1,51,M,U,49195,26
3742,0,0,3,9,1,3,7,8.67,8.44,14,15,69,14,6,A,0,60,F,H,41023,12
3743,1,11,6,17,3,8,7,11.17,8.24,12,19,64,14,6,S,1,62,F,U,44284.5,25
3744,1,5,4,5,3,3,7,6,5.8,5.67,16,28,13,6,A,1,60,M,H,46731,8
3745,0,0,4,5,1,1,7,6.5,6.4,7,18,32,13,6,A,0,60,F,H,48532,6
3746,0,0,5,11,3,9,7,7.4,5.45,7.67,18,125,13,6,A,1,57,F,H,50898,20
3747,1,10,3,14,3,7,7,9.33,6.64,9.33,13,128,24,5,A,1,77,M,H,49714,21
3748,1,5,5,21,3,9,7,5.6,3.86,5.67,15,91,13,6,S,1,60,F,H,87796,30
3749,0,0,6,6,2,2,7,5.17,5.17,6.5,16,32,13,6,A,0,31,F,U,48304,8
3750,1,9,4,7,2,5,7,8,7.43,7.5,15,81,10,4,A,0,80,M,H,54371,12
3751,1,6,6,26,5,16,7,6.67,6.46,6.4,20,127,15,5,S,1,87,F,U,44284.5,42
3752,1,9,5,9,4,5,7,7.8,6.11,7.25,18,89,14,6,A,0,78,F,H,36635,14
3753,1,7,6,16,4,8,7,7.5,7.31,7.5,21,92,11,5,S,1,61,M,H,60554,24
3754,1,5,7,15,3,6,7,6,5.33,6.67,7,62,26,11,A,0,60,M,U,44284.5,21
3755,1,14,4,12,1,6,7,7.5,6.17,9,15,93,12,5,S,1,60,F,U,44284.5,18
3756,1,6,5,10,3,6,7,6.4,5.1,6.33,19,44,12,6,A,1,64,M,H,48679,16
3757,0,0,5,30,4,21,7,7,5.93,7,17,127,13,6,S,1,47,F,U,42857,51
3758,1,15,6,9,6,7,7,9.33,8.11,9.33,22,40,8,5,S,1,69,M,H,46240,16
3759,1,8,2,8,1,3,7,7,6.13,7,23,102,6,4,A,0,60,F,H,39275,11
3760,0,0,11,30,6,11,7,5.64,4.97,5.5,15,95,13,6,S,1,37,M,U,44284.5,41
3761,0,0,6,17,6,11,7,4.83,4,4.83,16,64,13,5,S,1,43,F,U,70346,28
3762,1,6,4,15,2,9,7,6,5.13,6,17,130,6,4,S,1,70,F,U,44284.5,24
3763,0,0,5,7,3,3,7,7.6,7.57,7.67,21,35,12,6,A,0,25,F,U,50568,10
3764,1,7,7,9,5,6,7,6.43,5.78,5.8,17,41,13,6,S,1,74,M,H,49277,15
3765,0,0,7,11,2,3,7,6.14,6,7,17,80,13,6,A,0,75,M,H,39417,14
3766,1,12,7,17,4,12,7,5.29,4.35,4.75,18,123,12,5,S,1,60,F,U,44284.5,29
3767,1,7,8,34,5,13,7,5.63,5.6,5.4,5,158,29,10,S,1,60,F,U,44284.5,47
3768,0,0,3,3,2,2,7,9,9,10,18,24,14,6,N,0,60,M,U,56581,5
3769,1,5,5,19,5,16,7,5.4,4.59,5.4,17,127,12,5,S,1,44,F,H,36031,35
3770,1,5,4,21,1,11,7,6.75,4.43,10,18,129,12,6,S,1,87,F,H,46098,32
3771,0,0,6,8,5,5,7,5.33,5.38,5,18,33,12,6,S,1,51,M,H,77415,13
3772,1,5,7,16,5,10,7,5.71,4.69,5.4,17,130,13,6,A,1,60,M,U,69688,26
3773,1,8,5,12,4,9,7,5.8,5.92,6,6,52,19,7,F,1,75,M,U,33528,21
3774,0,0,4,15,1,10,7,6,4.47,7,16,125,12,5,S,1,87,M,U,62442,25
3775,1,10,5,30,1,8,7,6.8,8.57,10,16,104,18,8,S,1,60,M,U,36897,38
3776,1,6,5,6,4,4,7,6,5.5,6.25,16,28,12,5,A,1,60,F,U,36445,10
3777,1,5,4,15,3,14,7,5.5,5.27,5.67,17,122,8,4,S,1,64,M,U,44284.5,29
3792,0,0,4,5,3,3,6.25,6.25,7,6.25,19,32,14,6,A,0,60,F,U,35446,8
3793,0,0,1,2,1,1,6,25,15.5,25,15,17,12,5,N,0,43,F,H,59456,3
3794,0,0,4,6,3,3,6,7.75,7.17,6.67,19,32,12,6,S,1,73,F,H,52611,9
3795,1,5,4,5,3,3,6,4.75,5.8,4.67,16,24,15,6,N,1,75,F,H,114584,8
3796,1,7,8,17,5,8,6,9.25,7.94,9.2,18,77,14,6,S,1,63,F,U,73508,25
3797,0,0,5,8,3,4,6,8.4,7.25,8.33,15,41,13,6,A,0,60,M,U,40131,12
3798,1,10,3,12,1,6,6,12.67,8.33,14,15,121,16,6,A,0,60,F,U,44284.5,18
3799,1,6,6,14,4,9,6,6.17,5.71,6,19,105,13,6,A,0,64,M,H,58656,23
3800,1,7,7,24,3,12,6,5,4.67,4.67,15,124,12,5,S,1,60,M,U,44284.5,36
3801,1,4,8,32,6,15,6,5.88,5.94,6.5,19,92,15,7,S,1,72,F,H,65091,47
3802,1,10,1,2,1,1,6,15,10.5,15,15,17,11,4,F,0,70,M,U,44698,3
3803,0,0,8,32,6,19,6,5.75,4.5,5.5,17,130,11,6,S,1,17,M,H,53010,51
3804,1,5,10,18,4,5,6,5.8,5.56,6,20,52,6,4,S,1,82,M,U,42796,23
3805,0,0,5,13,3,8,6,6.4,5.46,6.67,18,64,12,5,S,1,71,F,H,55288,21
3806,0,0,12,16,6,8,6,6.67,6.38,7,15,44,15,6,S,1,60,M,U,75543,24
3807,0,0,4,13,3,5,6,12,10.08,11.67,15,63,35,5,A,0,74,M,H,56843,18
3808,0,0,13,32,8,15,6,7.23,5.94,6.63,17,89,13,6,S,1,34,F,U,37308,47
3809,1,7,5,27,1,10,6,6.8,6.3,8,15,130,15,6,S,1,71,F,U,40976,37
3810,1,5,13,43,7,23,6,5.38,4.07,4.57,15,129,15,6,S,1,24,F,H,59705,66
3811,0,0,6,7,3,3,6,4.5,4.29,4.67,16,32,13,6,A,1,47,F,H,61313,10
3812,0,0,6,7,4,4,6,7.33,7,7.75,19,34,13,6,A,1,55,M,H,41648,11
3813,0,0,6,6,4,4,6,6,6,6.25,15,33,14,6,A,1,60,F,H,36457,10
3814,0,0,4,20,1,10,6,6.5,5.2,6,21,128,10,5,A,1,72,M,H,64434,30
3815,0,0,1,7,0,4,6,15,11.29,0,16,79,13,6,A,1,78,M,H,55882,11
3816,1,9,9,11,6,7,6,5.11,5,4.83,17,41,7,4,S,1,84,M,H,33286,18
3817,1,15,3,20,2,10,6,6.67,6.6,6,18,111,13,6,S,1,60,F,U,44284.5,30
3818,1,7,5,8,4,5,6,9.8,8.38,9.5,16,52,7,2,E,1,60,F,U,44284.5,13
3819,0,0,4,15,2,9,6,6.25,5.22,6,17,114,11,5,S,1,48,F,U,44284.5,24
3820,0,0,9,27,4,11,6,6.22,5.48,5.5,18,68,13,6,S,1,69,M,H,36042,38
3821,0,0,6,16,5,11,6,11.67,9.69,11.6,15,114,14,6,S,1,46,M,H,36042,27
3822,1,9,3,4,2,2,6,6.33,6.25,4.5,17,28,13,6,A,0,60,F,U,73831,6
3823,1,6,6,24,4,10,6,6.5,8.96,6.5,15,81,15,6,S,1,78,F,H,42230,34
3824,1,5,6,11,4,7,6,4.67,3.82,4.25,18,63,12,6,A,1,51,M,H,82900,18
3825,1,2,3,10,1,4,6,14.67,9.6,13,15,52,18,7,A,0,60,F,U,44284.5,14
3826,1,5,5,5,2,2,6,5.6,5.6,5.5,16,32,13,6,A,1,57,F,H,33707,7
3827,1,3,7,9,3,3,6,5.29,5,6,18,32,13,6,A,0,60,F,U,44284.5,12
3828,0,0,8,31,6,12,6,8.25,7.53,8.67,16,76,34,6,S,1,74,M,H,38184,43
3829,0,0,6,24,5,15,6,6.5,4.67,6.6,19,93,12,5,S,1,75,F,H,46455,39
3830,1,5,5,14,3,6,6,6.2,5.29,7,16,69,14,5,A,0,76,F,H,24380,20
3831,1,7,4,14,3,6,6,5.5,4.5,5.33,16,56,13,6,A,1,60,F,U,44284.5,20
3832,1,5,3,7,1,3,6,7.33,4.71,10,20,76,11,5,A,0,78,F,U,44284.5,10
3833,0,0,1,8,0,5,6,16,9.75,0,18,101,12,5,S,1,69,M,U,38242,13
3834,1,6,4,5,1,1,6,5.75,5.8,5,15,31,12,5,A,0,60,F,U,44284.5,6
3835,1,6,9,18,5,7,6,4.67,4.5,4.8,18,45,14,6,S,1,60,F,U,44284.5,25
3836,1,4,12,16,7,8,6,4.58,4.31,5,19,41,12,6,S,1,62,F,U,44284.5,24
3837,0,0,6,16,4,9,6,6.5,6.06,6,17,69,11,5,S,1,66,F,U,41408,25
3838,1,22,2,3,2,2,6,21,16,21,15,29,13,6,A,0,78,M,U,37797,5
3839,0,0,7,15,1,5,6,6.43,5.47,6,15,113,15,6,A,1,41,F,U,43867,20
3840,1,6,7,22,5,13,6,6.43,6.36,6,17,92,8,4,S,1,69,M,H,42381,35
3841,1,3,4,11,2,8,6,4.25,4.73,5,15,104,7,3,A,0,77,F,H,25991,19
3842,1,10,2,4,1,1,6,15,11.5,15,19,32,12,6,A,0,60,F,U,41993,5
3843,0,0,4,8,4,5,6,11,8,11,19,41,12,6,A,1,35,F,H,41835,13
3844,1,20,1,2,1,1,6,53,29.5,53,15,16,16,5,F,0,37,F,H,44284.5,3
3845,1,4,6,15,2,6,6,6.33,5.8,6,17,64,11,5,S,1,60,F,U,22031,21
3846,0,0,6,29,4,16,6,4.83,4.31,4.25,18,120,24,6,S,1,27,F,H,38685,45
3847,1,8,5,35,4,22,6,9.2,7.8,9,18,129,13,6,S,1,59,M,U,49810,57
3848,1,12,8,11,7,8,6,7.13,6.64,7.14,15,41,11,5,S,1,71,M,H,65232,19
3849,0,0,3,20,0,10,6,9,6.2,0,15,123,13,6,S,1,42,M,H,35966,30
3850,1,6,6,19,4,11,6,6.33,6.11,6.5,16,105,13,5,S,1,69,M,H,60598,30
3851,0,0,5,7,3,3,6,5.2,5.14,4.67,18,29,12,6,A,1,69,M,U,33920,10
3852,1,10,1,2,1,1,6,15,10.5,15,15,17,11,4,N,1,83,F,U,44605,3
3853,1,6,4,23,1,10,6,6,3.52,6,17,103,13,6,S,1,75,M,H,39954,33
3854,0,0,4,16,3,7,6,7.75,9.94,8,19,68,14,6,S,1,48,F,H,32793,23
3855,1,6,7,10,4,5,6,6,5.5,6,16,57,13,6,A,1,52,M,H,40444,15
3856,0,0,5,8,2,3,6,7,6.5,6.5,17,44,12,6,A,0,78,F,U,59896,11
3857,0,0,4,30,3,18,6,6.25,6.33,5.67,18,129,7,4,S,1,60,F,H,83231,48
3858,0,0,2,3,1,1,6,25,18.67,30,19,32,12,6,A,0,65,M,U,59357,4
3859,1,10,2,7,0,3,6,9.5,7.14,0,17,52,13,6,A,1,60,F,U,44284.5,10
3860,1,10,6,17,2,5,6,8.17,6.41,8.5,15,93,13,6,S,1,60,F,U,64119,22
3861,1,6,7,16,4,10,6,6,5.25,6,22,105,10,5,S,1,76,F,U,60028,26
3862,0,0,5,10,4,5,6,8.6,7.7,8.5,18,53,13,6,S,1,66,F,H,71424,15
3863,1,10,4,17,1,11,6,5.75,4.18,7,16,124,7,3,S,1,27,F,U,57954,28
3864,1,9,15,22,7,9,6,5.07,4.59,5,18,43,13,6,S,1,39,M,H,55836,31
3865,1,9,6,16,4,10,6,9.83,7.94,10.25,18,89,14,6,S,1,36,M,H,80468,26
3866,1,5,7,9,3,3,6,4.86,4.67,5.33,17,32,16,7,A,1,60,F,U,67860,12
3867,0,0,3,13,2,7,6,8,7.54,8,18,65,12,6,A,1,36,F,H,83356,20
3868,1,7,3,11,0,5,6,7.67,6.36,0,15,92,13,6,S,1,41,F,U,47308,16
3869,0,0,1,4,1,3,6,16,10.5,16,15,44,7,3,A,0,55,M,H,95516,7
3870,0,0,6,15,4,10,6,9.17,5.93,10,15,64,13,6,S,1,80,M,H,40296,25
3871,1,5,9,10,6,7,6,4.56,4.4,4,18,41,12,6,A,1,74,F,H,54499,17
3872,0,0,5,39,2,18,6,6,4.26,6.5,19,130,10,5,S,1,65,F,H,34496,57
3873,1,6,6,7,3,3,6,6.33,6.14,6,17,40,13,6,A,1,63,M,H,56724,10
3874,1,10,4,6,3,4,6,10.5,8.33,9.33,16,41,12,6,A,0,60,M,U,44284.5,10
3875,1,7,2,5,2,3,6,8.5,6.2,8.5,17,53,6,1,E,0,60,M,U,44284.5,8
3876,0,0,5,10,2,2,6,5.2,4.7,5,16,56,12,6,A,0,87,F,U,42790,12
3877,1,3,6,9,4,4,6,4.67,4.56,4.5,18,32,12,6,A,0,60,F,U,44284.5,13
3878,1,6,7,22,3,14,6,6.43,4.86,7,19,116,11,6,S,1,82,F,U,49699,36
3879,1,5,5,19,3,13,6,5.8,5.05,5.33,18,127,7,3,S,1,78,F,H,50240,32
3880,0,0,7,9,5,5,6,5,4.89,5.2,16,32,13,6,S,1,63,M,H,46571,14
3881,0,0,5,6,2,2,6,7.4,6.67,9.5,19,31,13,6,A,0,60,F,U,43846,8
3882,1,5,8,14,7,8,6,4.25,3.86,4,15,65,15,6,A,1,53,F,U,44284.5,22
3883,1,10,3,5,3,3,6,9,7.6,9,15,24,13,6,N,1,60,F,H,43873,8
3884,1,5,4,29,2,9,6,7.5,5.45,7,4,75,29,7,S,1,86,F,U,55681,38
3885,1,5,6,18,3,14,6,4.83,4.44,5,17,126,12,6,S,1,83,F,U,50244,32
3886,1,4,5,18,2,9,6,4.6,3.56,4,18,111,11,5,S,1,73,M,U,43618,27
3887,0,0,4,5,4,4,6,8,7.6,8,15,29,14,6,A,1,60,M,U,80329,9
3888,0,0,3,10,1,3,6,17,13.7,18,19,62,13,6,S,1,60,F,U,44284.5,13
