,Potential_Customer,C_ID,Cust_Last_Purchase,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Total_Pur_3_years,Total_Pur_5_years,Total_Ad_Res_1_year,Total_Ad_Res_3_year,Total_Ad_Res_5_year
2636,1,11267,6.0,7.0,6.67,6.46,6.4,20,127,S,1,87.0,F,U,0.0,S,11,42,20,49,127
2637,0,70475,,10.0,10.0,11.63,10.0,19,130,S,1,65.0,M,H,50759.0,S,4,38,19,46,108
2638,0,70479,,25.0,13.75,13.75,16.67,21,32,S,1,47.0,M,H,34017.0,S,7,7,15,35,35
2639,0,70485,,15.0,15.0,13.0,10.0,18,44,A,1,51.0,M,U,32500.0,A,4,8,19,52,55
2640,1,70493,25.0,25.0,25.0,12.0,25.0,24,112,S,1,87.0,M,U,0.0,S,2,25,18,47,105
2641,1,65668,10.0,15.0,9.75,8.4,9.5,15,44,A,0,,F,U,0.0,A,6,8,21,50,52
2642,0,70504,,5.0,5.11,5.08,5.14,15,76,S,1,80.0,F,H,46464.0,S,16,39,12,44,77
2643,0,70532,,10.0,10.0,5.88,,15,130,E,1,49.0,M,H,60405.0,Others,1,27,11,26,89
2644,0,114913,,10.0,15.5,10.12,16.2,23,74,S,1,,F,U,60405.0,S,11,37,23,55,89
2645,1,70524,23.0,10.0,13.0,10.8,10.0,17,87,A,1,65.0,F,H,60084.0,A,4,12,19,52,75
2646,1,70565,15.0,13.0,14.0,10.83,13.67,23,88,A,1,73.0,M,H,30633.0,A,7,21,16,47,84
2647,0,70411,,20.0,20.0,14.0,20.0,24,64,A,0,77.0,M,U,30633.0,A,2,7,17,46,65
2648,0,70597,,14.0,11.2,10.17,11.25,16,41,A,1,55.0,F,H,35250.0,A,9,11,19,46,48
2649,0,70620,,15.0,15.0,8.42,,19,127,A,1,64.0,U,U,45669.0,A,2,21,15,35,97
2650,0,70616,,25.0,0.0,20.0,,18,41,A,0,55.0,M,H,45669.0,A,0,5,19,19,52
2651,1,70696,12.0,12.0,11.33,6.75,12.0,16,126,S,1,50.0,F,H,49432.0,S,4,20,20,47,90
2652,1,70722,16.0,16.0,16.0,12.33,,18,77,A,1,7.0,F,H,40824.0,A,1,8,15,30,64
2653,0,70749,,20.0,18.67,12.42,,20,67,A,1,46.0,F,U,44287.0,A,3,15,19,41,81
2654,0,70764,,5.0,3.67,2.76,4.0,16,123,S,1,7.0,M,H,41924.0,S,10,48,20,45,102
2655,1,70774,4.0,4.0,3.88,3.7,3.4,15,41,A,1,41.0,F,H,40588.0,A,13,16,18,48,49
2656,1,70803,4.0,5.0,5.33,4.94,5.0,17,105,S,1,86.0,M,U,33079.0,S,11,27,19,49,83
2657,1,44828,6.0,9.0,9.0,6.86,9.0,16,68,A,1,73.0,M,H,33079.0,A,6,16,20,51,76
2658,0,70820,,5.0,5.25,4.23,5.33,17,121,S,1,47.0,F,H,48691.0,S,14,47,19,48,108
2659,0,70819,,10.0,9.33,6.65,9.33,17,128,A,1,71.0,F,H,48691.0,A,6,30,17,46,99
2660,0,189675,,20.0,20.0,20.0,20.0,23,23,E,0,,U,U,0.0,Others,2,2,4,12,11
2661,1,70835,9.0,7.0,7.8,6.11,7.25,18,89,A,0,78.0,F,H,36635.0,A,9,14,20,49,66
2662,1,70863,20.0,16.0,16.0,6.57,,18,130,A,1,79.0,M,H,41098.0,A,1,23,15,33,91
2663,1,70881,15.0,20.0,16.67,13.0,16.67,16,44,A,0,40.0,M,H,35658.0,A,6,9,20,45,50
2664,0,898,,10.0,9.75,6.78,10.0,19,67,S,1,78.0,F,H,41000.0,S,6,24,21,52,104
2665,0,70939,,20.0,20.0,15.05,20.0,19,125,S,1,81.0,F,H,53526.0,S,9,28,14,40,74
2666,1,70946,10.0,10.0,10.0,14.09,10.0,15,57,S,1,51.0,F,H,47582.0,S,4,18,20,53,75
2667,0,70955,,10.0,10.5,10.5,10.67,15,30,A,1,79.0,F,H,55769.0,A,7,7,19,39,35
2668,0,70969,,10.0,10.0,5.83,10.0,21,113,A,1,58.0,F,H,72649.0,A,4,30,15,41,92
2669,0,9236,,5.0,5.0,6.31,5.0,9,105,A,1,,M,U,0.0,A,2,22,36,65,101
2670,0,71000,,15.0,15.0,15.67,15.0,24,44,A,0,37.0,F,U,63701.0,A,2,5,16,43,49
2671,1,70994,20.0,16.0,16.0,13.0,,23,40,A,0,39.0,M,U,63701.0,A,1,3,14,32,42
2672,1,68951,25.0,25.0,26.67,25.0,27.5,18,66,A,1,26.0,M,U,0.0,A,5,8,21,42,59
2673,1,71043,20.0,25.0,16.6,12.26,17.67,18,111,A,1,62.0,F,H,44779.0,A,8,28,36,67,145
2674,1,71078,10.0,11.0,11.2,10.18,12.0,18,41,A,1,80.0,F,U,66942.0,A,6,13,19,51,54
2675,0,62393,,20.0,20.0,11.27,20.0,24,111,A,1,85.0,M,U,66222.0,A,5,25,17,50,104
2676,0,71119,,17.0,15.67,16.89,17.0,25,89,A,0,66.0,F,H,41985.0,A,4,12,13,41,77
2677,0,71132,,5.0,9.5,9.74,9.14,23,101,S,1,75.0,F,H,60859.0,S,15,51,12,43,93
2678,0,71165,,8.0,8.0,6.82,8.0,15,88,A,1,81.0,M,H,70851.0,A,7,15,20,49,75
2679,0,71153,,20.0,20.0,15.0,,26,39,A,0,45.0,F,H,70851.0,A,1,3,13,32,40
2680,0,71181,,50.0,37.5,37.5,25.0,17,26,N,0,57.0,M,H,47340.0,Others,3,3,19,38,32
2681,1,71190,20.0,20.0,16.0,8.43,,23,88,A,0,40.0,M,H,47340.0,A,2,9,18,37,71
2682,0,7710,,20.0,20.0,15.32,20.0,16,119,A,1,71.0,F,H,47021.0,A,2,30,42,68,150
2683,1,71255,13.0,15.0,13.5,12.17,13.5,17,89,S,1,82.0,M,H,47021.0,S,4,19,19,46,85
2684,0,71279,,28.0,25.5,15.33,25.5,17,89,A,1,,F,U,0.0,A,4,17,20,47,87
2685,1,71312,3.0,3.0,3.13,3.08,3.4,18,110,S,1,59.0,F,H,45436.0,S,13,40,17,46,99
2686,0,71298,,12.0,10.67,8.71,11.0,15,68,A,0,59.0,F,H,45436.0,A,5,11,12,28,55
2687,1,71332,7.0,7.0,7.5,7.31,7.5,21,92,S,1,61.0,M,H,60554.0,S,10,24,16,45,83
2688,1,71347,4.0,4.0,4.33,4.64,4.2,15,41,S,1,46.0,F,U,0.0,S,14,17,19,47,49
2689,0,71366,,10.0,15.0,12.5,,19,20,N,0,82.0,F,U,47471.0,Others,1,2,19,26,26
2690,0,71376,,3.0,4.0,4.7,4.0,15,126,S,1,55.0,F,H,43333.0,S,8,34,15,33,88
2691,1,8531,10.0,10.0,10.0,6.37,10.0,15,130,A,1,37.0,M,H,44004.0,A,6,29,20,45,118
2692,1,8204,10.0,26.0,26.0,13.25,,27,126,A,1,82.0,F,H,41397.0,A,1,26,32,54,128
2693,1,71400,15.0,12.0,10.5,8.0,10.0,18,105,S,1,,M,H,52363.0,S,6,34,18,48,100
2694,1,71146,10.0,10.0,9.33,9.0,8.0,18,28,A,1,23.0,F,U,52363.0,A,4,7,20,41,41
2695,1,71427,30.0,19.0,19.0,16.5,,26,77,A,0,42.0,M,U,41448.0,A,1,6,13,30,66
2696,0,71426,,20.0,20.0,8.0,,24,73,A,0,39.0,U,U,0.0,A,1,8,17,35,58
2697,1,71425,7.0,9.0,7.29,6.0,7.0,18,74,A,1,53.0,M,H,41448.0,A,11,18,18,45,69
2698,0,71437,,12.0,12.0,8.6,,19,130,A,1,76.0,M,H,41448.0,A,1,21,14,29,93
2699,1,71491,25.0,25.0,25.0,17.5,,17,38,A,1,,F,U,43628.0,A,1,2,21,37,41
2700,0,71523,,25.0,14.6,12.8,13.67,18,57,S,1,86.0,M,H,42145.0,S,8,15,19,51,71
2701,0,71579,,15.0,18.33,15.38,20.0,18,103,S,1,,M,U,0.0,S,5,14,19,44,86
2702,1,72190,13.0,10.0,6.8,5.74,6.75,17,129,S,1,83.0,M,U,0.0,S,9,39,13,33,87
2703,1,71604,6.0,5.0,5.83,5.95,5.0,22,124,S,1,51.0,F,H,41031.0,S,10,29,17,48,89
2704,1,71616,50.0,34.0,28.0,27.63,25.0,15,55,A,1,41.0,M,U,54375.0,A,6,13,21,54,67
2705,1,71682,20.0,17.0,16.0,10.6,17.0,16,76,A,0,42.0,M,H,51918.0,A,3,8,17,44,69
2706,1,2311,5.0,7.0,6.0,5.33,6.67,7,62,A,0,,M,U,0.0,A,10,21,37,68,93
2707,1,4513,20.0,20.0,19.0,13.0,18.0,26,104,A,1,69.0,M,H,51918.0,A,3,14,19,45,91
2708,0,71704,,15.0,15.0,10.44,15.0,25,91,A,1,59.0,M,H,46649.0,A,5,14,17,48,77
2709,0,71701,,20.0,20.0,14.33,,19,90,A,0,73.0,F,H,46649.0,A,2,8,19,36,75
2710,1,5272,20.0,16.0,16.0,12.0,,26,109,A,0,72.0,M,U,63917.0,A,1,10,16,34,88
2711,1,71744,36.0,25.0,24.5,17.0,24.5,17,105,A,0,86.0,M,U,61719.0,A,4,14,20,47,93
2712,0,71866,,20.0,20.0,11.0,,18,53,A,0,61.0,F,U,46005.0,A,1,4,18,33,45
2713,0,71794,,25.0,23.75,24.0,22.5,18,29,A,1,31.0,F,U,48034.0,A,6,7,19,40,36
2714,0,71814,,11.0,7.33,4.48,7.33,25,81,A,1,54.0,F,H,48034.0,A,6,33,15,45,86
2715,1,71904,7.0,5.0,5.0,4.9,5.0,18,130,S,1,78.0,M,H,46170.0,S,4,31,14,39,101
2716,0,71884,,10.0,10.8,8.35,10.0,18,101,S,1,51.0,F,U,0.0,S,8,34,19,51,97
2717,1,71882,14.0,7.0,7.5,6.17,9.0,15,93,S,1,,F,U,0.0,S,5,18,17,40,82
2718,0,71873,,20.0,20.0,14.0,,24,92,A,0,46.0,F,H,46170.0,A,1,7,13,23,50
2719,0,71922,,10.0,7.5,11.67,7.5,21,33,A,0,49.0,M,H,30768.0,A,4,5,16,37,39
2720,1,71639,17.0,15.0,14.5,12.14,14.5,24,65,A,1,74.0,M,U,64775.0,A,6,11,17,50,65
2721,1,3638,15.0,14.0,13.0,12.2,13.0,15,28,A,0,,F,U,0.0,A,6,8,33,54,52
2722,0,71938,,10.0,6.67,6.67,6.67,16,24,N,1,50.0,F,H,44677.0,Others,6,6,20,36,33
2723,1,71943,18.0,15.0,14.8,13.68,15.0,18,68,S,1,43.0,M,U,44677.0,S,8,37,20,51,82
2724,0,71967,,15.0,12.5,12.5,,17,32,A,0,84.0,F,U,46283.0,A,2,2,14,29,32
2725,1,72048,10.0,10.0,8.67,8.08,9.17,17,32,S,1,37.0,M,H,58194.0,S,15,18,19,44,44
2726,0,72109,,15.0,14.0,11.29,13.0,18,81,A,0,71.0,M,H,55545.0,A,3,12,19,47,75
2727,1,72139,10.0,10.0,10.4,8.29,10.5,19,112,S,1,59.0,F,H,46774.0,S,9,29,19,52,106
2728,0,72140,,20.0,20.0,20.0,20.0,21,21,N,0,31.0,F,H,50954.0,Others,2,2,11,21,19
2729,1,7947,11.0,10.0,8.83,9.07,9.6,6,128,S,1,80.0,M,U,0.0,S,11,43,58,90,174
2730,1,72166,20.0,16.0,13.0,13.0,10.0,15,23,N,0,39.0,F,H,53083.0,Others,3,3,16,26,23
2731,0,72209,,9.0,7.83,7.07,7.83,21,81,S,1,57.0,M,H,63093.0,S,12,27,16,44,79
2732,1,72193,10.0,20.0,20.0,20.0,20.0,16,16,F,0,46.0,F,H,63093.0,Others,2,2,17,24,20
2733,1,72220,15.0,15.0,14.0,9.38,,15,112,A,0,74.0,F,H,63093.0,A,2,13,15,33,81
2734,0,72251,,12.0,7.5,7.5,6.0,16,33,A,0,33.0,F,H,47579.0,A,7,7,16,36,35
2735,1,72270,5.0,5.0,5.44,5.33,5.38,17,130,S,1,57.0,M,H,47579.0,S,17,62,19,47,112
2736,1,187807,22.0,16.0,14.0,12.1,12.0,18,57,E,0,14.0,M,U,0.0,Others,4,15,9,21,35
2737,1,72308,46.0,21.0,23.0,19.25,23.0,25,91,A,1,77.0,F,H,57088.0,A,4,14,17,48,88
2738,1,72321,10.0,6.0,10.5,8.33,9.33,16,41,A,0,,M,U,0.0,A,7,10,18,42,43
2739,0,72359,,20.0,15.0,15.0,20.0,22,32,A,0,39.0,F,H,49436.0,A,3,3,14,34,32
2740,1,72366,20.0,15.0,15.0,10.5,15.0,21,54,A,0,50.0,M,H,46333.0,A,2,5,16,40,50
2741,1,3651,25.0,50.0,17.5,25.83,17.5,6,29,A,0,67.0,F,H,52330.0,A,4,8,38,59,56
2742,1,72410,20.0,20.0,20.0,14.57,20.0,25,130,S,1,,M,U,44845.0,S,5,25,19,52,105
2743,1,72409,10.0,10.0,10.0,8.89,10.0,23,129,A,1,16.0,F,H,44845.0,A,2,32,6,20,78
2744,0,72394,,12.0,10.67,8.5,10.67,20,53,A,1,57.0,F,U,44845.0,A,6,10,18,39,50
2745,0,72327,,14.0,14.0,9.5,,18,65,A,0,37.0,F,U,44845.0,A,1,10,20,40,73
2746,1,72416,5.0,10.0,7.5,6.72,5.0,18,122,A,1,81.0,M,H,48542.0,A,3,28,17,43,102
2747,1,72438,10.0,10.0,8.75,8.75,7.5,18,35,A,0,80.0,M,H,54146.0,A,6,6,18,41,36
2748,0,72431,,15.0,15.0,15.0,15.0,19,19,F,0,57.0,F,U,54146.0,Others,2,2,14,21,18
2749,1,72444,10.0,12.0,9.6,8.57,9.5,21,44,A,1,32.0,M,H,54146.0,A,9,13,18,46,51
2750,0,72506,,15.0,15.0,11.0,,18,56,S,1,74.0,M,H,47305.0,S,3,9,19,41,68
2751,0,68701,,15.0,13.33,15.13,14.0,18,124,A,1,41.0,M,U,0.0,A,4,24,19,52,102
2752,0,12257,,10.0,7.33,3.95,6.0,18,164,A,1,81.0,M,U,49054.0,A,5,72,20,44,113
2753,0,72597,,15.0,15.0,15.0,,20,20,F,0,62.0,M,H,57266.0,Others,1,1,11,17,17
2754,1,72617,9.0,4.0,8.67,5.45,9.5,15,69,S,1,,M,U,42784.0,S,5,16,21,46,71
2755,1,72679,10.0,9.0,7.8,7.33,8.0,16,34,A,1,33.0,F,H,46404.0,A,9,10,19,43,40
2756,0,72676,,17.0,14.67,14.67,13.5,16,23,N,1,68.0,F,H,46404.0,Others,5,5,18,34,31
2757,0,72745,,9.0,8.5,8.0,8.33,18,28,A,1,,F,U,0.0,A,7,8,19,37,34
2758,1,72757,21.0,21.0,21.0,11.0,21.0,24,75,A,0,86.0,F,H,56500.0,A,2,8,17,44,67
2759,1,72796,15.0,15.0,12.33,9.57,11.0,18,103,A,0,48.0,M,H,61870.0,A,4,10,21,49,82
2760,0,72794,,25.0,21.25,14.47,21.67,20,85,A,1,48.0,M,H,61870.0,A,7,24,21,53,92
2761,0,72812,,12.0,10.67,11.39,10.4,16,128,S,1,78.0,M,H,91481.0,S,11,31,20,53,108
2762,0,72820,,20.0,20.0,20.0,20.0,16,16,F,0,,F,U,0.0,Others,2,2,17,24,20
2763,0,72833,,21.0,20.0,14.63,,18,103,A,0,69.0,F,H,66796.0,A,2,11,19,40,98
2764,0,72829,,15.0,15.0,10.33,,26,57,A,0,66.0,M,H,66796.0,A,1,5,13,31,49
2765,1,190619,3.0,5.0,3.67,3.52,3.8,24,129,S,1,80.0,F,U,66796.0,S,11,47,21,52,116
2766,1,72851,35.0,30.0,27.5,13.11,30.0,19,129,A,1,85.0,F,U,43514.0,A,3,33,19,52,115
2767,1,72844,10.0,10.0,7.71,5.76,7.4,15,66,S,1,77.0,F,U,43514.0,S,12,27,19,52,75
2768,0,73771,,20.0,20.0,20.0,20.0,24,24,N,0,36.0,M,H,65800.0,Others,2,2,10,24,21
2769,0,72876,,20.0,20.0,15.38,20.0,24,87,A,1,54.0,F,H,67748.0,A,2,21,17,46,87
2770,1,72871,12.0,10.0,15.0,16.43,17.5,17,44,A,1,69.0,M,H,67748.0,A,9,11,19,52,59
2771,1,72936,20.0,27.0,24.33,9.59,22.0,15,128,S,1,36.0,M,H,46678.0,S,4,43,20,46,108
2772,0,72960,,15.0,12.75,11.17,12.75,16,44,S,1,65.0,M,H,57239.0,S,8,12,18,44,52
2773,1,73008,12.0,11.0,10.33,8.21,10.0,15,62,S,1,45.0,F,H,69515.0,S,9,21,20,53,76
2774,1,73028,9.0,9.0,9.25,8.83,9.67,16,53,A,1,50.0,M,H,43836.0,A,7,11,11,31,47
2775,1,73030,25.0,15.0,15.0,11.67,,20,61,A,0,51.0,M,U,0.0,A,1,4,14,26,40
2776,1,73037,10.0,10.0,11.5,8.42,12.0,20,116,A,1,82.0,U,U,0.0,A,7,21,20,49,99
2777,0,188121,,25.0,20.0,17.5,20.0,6,51,A,0,57.0,F,U,51973.0,A,5,11,35,64,75
2778,0,73068,,20.0,12.5,12.5,12.5,19,33,A,0,,F,U,0.0,A,4,4,14,32,32
2779,0,179060,,25.0,27.5,26.0,30.0,26,57,A,0,,M,U,0.0,A,3,8,16,49,67
2780,1,73089,15.0,15.0,12.67,7.91,12.0,19,128,S,1,,F,U,0.0,S,4,36,19,50,114
2781,1,73144,25.0,25.0,25.0,22.22,25.0,19,96,A,1,74.0,F,U,60591.0,A,6,13,20,53,94
2782,1,73221,10.0,10.0,10.0,11.0,,25,128,A,1,,M,U,0.0,A,1,22,15,33,99
2783,1,73238,20.0,20.0,18.0,14.4,20.0,17,69,A,0,33.0,M,H,61206.0,A,3,7,19,44,63
2784,1,187722,7.0,6.0,8.5,6.2,8.5,17,53,E,0,,M,U,0.0,Others,4,8,7,19,28
2785,1,186067,10.0,10.0,20.0,11.67,,9,45,A,0,79.0,F,U,65393.0,A,1,4,22,37,46
2786,1,73272,15.0,25.0,25.0,12.88,25.0,18,128,A,0,74.0,F,H,65393.0,A,2,14,19,43,101
2787,1,73282,25.0,25.0,25.0,20.83,25.0,17,68,A,0,75.0,M,H,63092.0,A,4,10,19,51,82
2788,1,73175,10.0,11.0,10.33,5.38,,16,125,S,1,79.0,M,H,63092.0,S,3,32,19,37,105
2789,0,73304,,6.0,5.2,4.7,5.0,16,56,A,0,87.0,F,U,42790.0,A,7,12,18,46,59
2790,0,73301,,15.0,12.5,12.5,,26,32,A,0,,M,H,42790.0,A,2,2,13,28,32
2791,1,73371,10.0,10.0,10.0,5.13,,19,126,A,1,78.0,U,U,0.0,A,1,36,15,28,95
2792,1,185309,7.0,20.0,6.75,5.2,5.5,6,122,S,1,65.0,F,U,0.0,S,14,45,26,57,111
2793,0,73400,,12.0,11.0,8.45,13.0,21,76,A,1,85.0,F,H,36221.0,A,9,17,20,45,72
2794,0,73387,,20.0,20.0,17.5,20.0,17,41,A,0,17.0,F,H,36221.0,A,6,8,18,47,49
2795,0,73441,,10.0,8.67,6.79,8.0,19,129,A,1,71.0,F,H,36362.0,A,4,31,15,40,94
2796,0,73461,,10.0,11.67,11.2,,25,93,S,1,30.0,F,U,56224.0,S,3,25,18,40,95
2797,1,73504,20.0,20.0,20.0,13.86,,19,75,A,1,58.0,F,H,41395.0,A,1,12,20,34,71
2798,1,73534,6.0,7.0,6.4,5.1,6.33,19,44,A,1,64.0,M,H,48679.0,A,8,16,18,51,55
2799,0,188538,,10.0,10.0,9.77,10.0,6,80,S,1,82.0,F,U,57260.0,S,8,32,26,59,96
2800,1,73555,15.0,15.0,15.0,15.0,15.0,17,17,F,0,,M,U,57225.0,Others,2,2,14,21,18
2801,0,73682,,19.0,19.0,12.56,,26,116,A,0,46.0,F,H,49173.0,A,1,12,9,25,70
2802,0,73671,,20.0,12.67,9.0,8.0,16,111,S,1,74.0,M,U,49173.0,S,4,19,12,25,56
2803,0,6757,,10.0,15.0,9.05,15.0,6,91,A,1,76.0,F,U,49173.0,A,2,27,45,69,128
2804,1,73699,15.0,12.0,12.67,11.29,13.5,17,56,S,1,46.0,U,U,0.0,S,5,11,19,50,67
2805,1,73762,25.0,25.0,25.0,17.5,25.0,17,123,A,1,51.0,M,H,58868.0,A,4,20,20,48,104
2806,1,73754,25.0,20.0,18.0,13.32,18.5,21,111,A,1,79.0,F,H,58868.0,A,6,34,19,49,107
2807,1,9202,10.0,5.0,8.33,9.17,10.0,16,56,E,0,,M,U,0.0,Others,4,8,7,29,52
2808,1,73786,12.0,10.0,10.25,8.0,10.0,17,51,S,1,74.0,M,H,48514.0,S,5,9,19,47,55
2809,0,73779,,35.0,27.5,27.5,20.0,20,33,A,0,,F,H,48514.0,A,3,3,19,45,41
2810,1,73740,10.0,15.0,15.0,8.2,,25,68,A,0,,M,U,0.0,A,1,6,15,34,63
2811,0,73820,,8.0,9.33,8.5,9.33,16,33,A,0,49.0,F,U,0.0,A,6,7,9,30,28
2812,1,73625,10.0,10.0,10.0,8.78,10.0,25,123,A,1,39.0,F,H,0.0,A,4,26,17,50,94
2813,1,73685,10.0,12.0,11.0,8.58,10.0,18,130,S,1,80.0,M,U,0.0,S,5,31,20,47,105
2814,1,73873,32.0,27.0,24.0,15.22,25.0,19,105,A,1,81.0,M,U,77218.0,A,4,15,19,51,90
2815,1,73852,20.0,20.0,20.0,20.0,20.0,22,51,A,0,34.0,M,H,77218.0,A,3,5,18,39,51
2816,1,66163,10.0,20.0,14.0,10.5,,18,43,A,0,,F,U,0.0,A,3,7,20,41,55
2817,1,120821,20.0,15.0,15.0,9.63,,26,64,A,0,44.0,M,U,77218.0,A,1,9,16,37,71
2818,1,73915,5.0,3.0,3.63,3.52,3.6,21,128,S,1,83.0,F,U,44931.0,S,13,49,15,48,106
2819,0,73881,,15.0,15.0,15.0,,16,16,F,0,74.0,M,H,44931.0,Others,1,1,13,18,18
2820,1,185394,5.0,5.0,10.63,8.92,10.8,4,109,A,1,70.0,F,H,44931.0,A,13,36,33,63,114
2821,0,73941,,20.0,18.33,16.0,20.0,23,52,A,0,54.0,M,U,45417.0,A,4,6,18,47,60
2822,1,14009,3.0,15.0,12.33,9.25,12.5,6,53,A,0,63.0,F,H,44821.0,A,5,12,27,48,56
2823,1,73984,10.0,10.0,11.0,9.72,10.67,15,89,A,1,64.0,M,U,39750.0,A,7,26,21,50,94
2824,1,66841,10.0,10.0,10.52,8.47,10.65,22,125,S,1,50.0,F,U,42993.0,S,9,32,18,49,104
2825,1,5967,10.0,8.0,10.0,8.08,10.0,6,123,A,1,46.0,M,U,0.0,A,4,35,37,61,133
2826,1,74043,12.0,11.0,12.0,13.0,11.8,23,78,A,1,73.0,F,H,37197.0,A,11,24,18,51,81
2827,1,69642,14.0,15.0,13.67,9.1,13.0,18,113,A,0,63.0,F,U,0.0,A,5,15,19,46,89
2828,1,74102,17.0,15.0,15.0,11.8,15.0,24,75,A,0,36.0,F,H,43854.0,A,4,9,14,40,68
2829,0,74186,,10.0,14.0,13.0,13.67,18,126,S,1,,F,U,0.0,S,7,47,20,51,111
2830,0,74140,,12.0,10.67,10.58,10.67,18,69,A,1,85.0,F,U,52802.0,A,6,19,17,46,80
2831,1,74183,5.0,5.0,5.0,4.48,5.0,17,105,S,1,,F,U,0.0,S,10,32,12,39,84
2832,0,74201,,15.0,11.5,10.14,12.5,24,41,S,1,,U,U,45250.0,S,6,10,17,44,46
2833,1,74235,26.0,21.0,21.0,13.5,,20,123,A,1,47.0,M,H,43261.0,A,2,20,19,40,104
2834,0,73513,,20.0,13.2,10.57,13.25,16,41,A,0,45.0,M,U,0.0,A,9,12,19,48,49
2835,1,74303,25.0,25.0,18.75,17.14,20.0,16,53,A,0,57.0,M,H,42270.0,A,6,10,21,46,59
2836,0,74305,,20.0,18.0,11.57,20.0,16,75,S,1,43.0,M,H,42270.0,S,3,11,20,51,76
2837,1,74345,25.0,25.0,24.0,10.19,25.0,16,127,A,1,62.0,M,H,48399.0,A,3,24,19,48,108
2838,0,74354,,15.0,13.0,10.0,13.0,20,107,A,1,36.0,F,U,0.0,A,4,15,18,42,82
2839,1,74360,21.0,15.0,15.0,10.0,,18,44,A,0,38.0,F,U,55250.0,A,1,4,15,30,40
2840,1,74361,10.0,10.0,12.0,10.06,10.5,23,57,S,1,26.0,M,U,0.0,S,5,24,19,51,71
2841,0,74247,,12.0,10.6,8.15,10.75,17,85,S,1,,F,U,0.0,S,9,22,19,44,86
2842,0,69850,,15.0,12.5,12.5,10.0,18,23,N,0,57.0,F,H,34656.0,Others,3,3,18,30,25
2843,0,74405,,15.0,15.0,9.17,,18,105,A,1,,M,U,33920.0,A,1,10,14,28,70
2844,1,74408,35.0,30.0,30.0,18.13,,18,113,A,1,81.0,M,H,34159.0,A,1,14,19,38,98
2845,1,74419,10.0,12.0,10.67,9.86,11.0,16,30,A,1,,F,U,50640.0,A,10,11,20,40,37
2846,1,74436,37.0,25.0,20.67,16.0,21.0,17,61,A,0,40.0,M,H,37726.0,A,5,11,19,48,67
2847,0,74462,,3.0,15.0,11.44,15.0,18,122,A,0,,F,U,42695.0,A,4,16,10,29,80
2848,1,74523,10.0,10.0,10.33,8.08,10.5,16,102,A,1,,F,U,0.0,A,5,18,10,30,53
2849,1,8272,47.0,39.0,46.5,26.83,46.5,6,260,A,1,75.0,F,H,40411.0,A,8,105,25,55,129
2850,0,74548,,20.0,18.25,14.5,16.5,19,45,A,0,43.0,F,H,40411.0,A,6,9,19,46,50
2851,1,74552,3.0,6.0,4.67,4.56,4.5,18,32,A,0,,F,U,0.0,A,10,13,18,41,40
2852,1,74614,5.0,5.0,3.67,4.42,3.0,16,123,S,1,62.0,F,H,51112.0,S,4,56,19,40,102
2853,1,74589,12.0,15.0,11.67,9.0,11.67,16,44,A,0,43.0,F,H,51112.0,A,6,9,18,42,48
2854,1,74615,9.0,10.0,8.5,7.0,10.0,18,127,S,1,86.0,M,U,51112.0,S,9,34,18,49,105
2855,0,74628,,5.0,5.0,3.55,5.0,16,126,S,1,,F,H,42410.0,S,5,29,16,43,90
2856,0,74625,,15.0,17.33,14.0,16.0,23,88,A,1,59.0,F,U,0.0,A,5,17,10,34,69
2857,1,74669,20.0,20.0,20.0,12.25,20.0,16,116,A,1,,F,U,0.0,A,2,14,18,44,94
2858,1,74673,7.0,10.0,8.75,5.62,8.33,17,81,S,1,59.0,F,U,40375.0,S,7,20,19,50,83
2859,1,74701,20.0,20.0,13.0,9.14,13.0,17,56,A,0,78.0,U,U,0.0,A,2,10,19,45,61
2860,1,74706,25.0,15.0,15.0,15.0,15.0,19,19,F,0,46.0,M,H,37500.0,Others,2,2,14,21,17
2861,0,7017,,9.0,9.67,6.73,10.0,19,93,S,1,81.0,F,U,37500.0,S,5,62,21,46,115
2862,0,74707,,11.0,10.33,10.33,5.0,15,28,A,0,47.0,M,H,37500.0,A,4,4,17,34,31
2863,0,8384,,25.0,0.0,15.57,,7,57,A,1,42.0,M,U,0.0,A,0,9,40,40,93
2864,1,74732,15.0,15.0,18.0,15.92,15.0,22,122,A,1,,M,U,0.0,A,5,23,18,50,97
2865,0,74689,,11.0,7.75,3.57,5.0,16,126,S,1,7.0,M,U,40184.0,S,5,54,19,52,113
2866,0,74737,,7.0,7.0,5.93,7.0,17,127,S,1,47.0,F,U,42857.0,S,9,51,19,46,118
2867,0,74745,,15.0,16.0,10.44,,18,120,A,0,74.0,M,H,41005.0,A,2,13,19,40,94
2868,0,74761,,12.0,10.75,8.5,10.75,21,57,S,1,68.0,F,U,42868.0,S,8,21,18,47,69
2869,0,74767,,15.0,18.33,14.63,18.33,16,79,A,0,37.0,U,U,0.0,A,6,14,20,51,83
2870,0,74784,,8.0,7.0,6.83,7.67,21,113,A,1,,F,H,67888.0,A,7,20,18,42,80
2871,0,74817,,20.0,12.5,11.64,10.0,18,123,S,1,55.0,M,H,68000.0,S,6,22,19,48,105
